position.x|position.y|position.z|orientation.x|orientation.y|orientation.z|orientation.w
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.0|0.0|0.0|0.0|0.0|0.0|1.0|
0.00013988188631769094|0.0|0.0|0.0|0.0|0.0|1.0|
0.0005586295456721339|0.0|0.0|0.0|0.0|0.0|1.0|
0.001750531988106843|0.0|0.0|0.0|0.0|0.0|1.0|
0.0037104278720841294|0.0|0.0|0.0|0.0|0.0|1.0|
0.006030511673324485|0.0|0.0|0.0|0.0|0.0|1.0|
0.008988310464833577|0.0|0.0|0.0|0.0|0.0|1.0|
0.011836834785386184|0.0|0.0|0.0|0.0|0.0|1.0|
0.014895318073481366|0.0|0.0|0.0|0.0|0.0|1.0|
0.018913506779356982|0.0|0.0|0.0|0.0|0.0|1.0|
0.02423170973579127|0.0|0.0|0.0|0.0|0.0|1.0|
0.030216558518574414|0.0|0.0|0.0|0.0|0.0|1.0|
0.03727709918137193|0.0|0.0|0.0|0.0|0.0|1.0|
0.04534289531942485|0.0|0.0|0.0|0.0|0.0|1.0|
0.05377378552108763|0.0|0.0|0.0|0.0|0.0|1.0|
0.06305434886670183|0.0|0.0|0.0|0.0|0.0|1.0|
0.07268099516437254|0.0|0.0|0.0|0.0|0.0|1.0|
0.08271367932133267|5.402360420996548e-07|0.0|0.0|0.0|5.384760776523045e-05|0.9999999985502176|
0.09322998758435655|2.5195928750072143e-06|0.0|0.0|0.0|0.00013437023023478824|0.9999999909723206|
0.10430333891865376|6.714336240627389e-06|0.0|0.0|0.0|0.0002444440064764459|0.9999999701235635|
0.1155094114635886|1.3536542686994364e-05|0.0|0.0|0.0|0.0003643513996350305|0.9999999336240266|
0.12734391370336998|2.3552590700096236e-05|0.0|0.0|0.0|0.00048199136176015083|0.9999998838421569|
0.14007218259610835|3.693937943016568e-05|0.0|0.0|0.0|0.0005697449958760159|0.9999998376953066|
0.15318562925815252|5.188202793472611e-05|0.0|0.0|0.0|0.0005697449958760159|0.9999998376953066|
0.16715825426367306|6.780370203950826e-05|0.0|0.0|0.0|0.0005697449958760159|0.9999998376953066|
0.1820989404162426|8.482847266986978e-05|0.0|0.0|0.0|0.0005697449958760159|0.9999998376953066|
0.19732907877601844|0.00010218307135403324|0.0|0.0|0.0|0.0005697449958760159|0.9999998376953066|
0.2134752218863052|0.00012178133654824726|0.0|0.0|0.0|0.0006440590822168662|0.9999997925939278|
0.23055976460583008|0.00014624555418841085|0.0|0.0|0.0|0.0007878902047651452|0.9999996896144644|
0.2476928220803177|0.0001761614557303777|0.0|0.0|0.0|0.0009582001982368243|0.9999995409260847|
0.26563390699167605|0.00021447651400194293|0.0|0.0|0.0|0.0011774004469087406|0.9999993068638536|
0.2839387657628136|0.0002629419827209916|0.0|0.0|0.0|0.0014702758557718237|0.9999989191438698|
0.3026862613073228|0.00032501712789164696|0.0|0.0|0.0|0.0018408271526000356|0.9999983056762618|
0.32211884323872503|0.00040459264636789953|0.0|0.0|0.0|0.002254100462969621|0.9999974595123243|
0.3419042453763418|0.0005032880169245702|0.0|0.0|0.0|0.0027341452194262323|0.999996262217974|
0.3618367312684794|0.0006237035386505122|0.0|0.0|0.0|0.00330694115000434|0.999994532055166|
0.3816914236825966|0.0007675222400385163|0.0|0.0|0.0|0.0039364782689569775|0.9999922520394036|
0.40121685167452914|0.0009355915730271521|0.0|0.0|0.0|0.0046709976939859075|0.9999890908307664|
0.420701504221726|0.0011333020960389176|0.0|0.0|0.0|0.005475597085564768|0.9999850088059103|
0.440502271122434|0.0013666341653220137|0.0|0.0|0.0|0.006307779838434163|0.9999801057588645|
0.46001145339969507|0.0016287675618557782|0.0|0.0|0.0|0.007127720739858999|0.9999745974758831|
0.47934048819446573|0.0019200389034782343|0.0|0.0|0.0|0.007940104494270121|0.9999684768734562|
0.49865532374232097|0.0022430227225892756|0.0|0.0|0.0|0.008780199842704334|0.9999614533024371|
0.5179637886068947|0.002599166067264648|0.0|0.0|0.0|0.009662378862770504|0.9999533181277576|
0.5371460730366114|0.0029869991459572807|0.0|0.0|0.0|0.010552815294498875|0.9999443174944094|
0.5566936470648739|0.003417379115737012|0.0|0.0|0.0|0.011460234214294497|0.9999343293595603|
0.5761172346575608|0.003879913920180818|0.0|0.0|0.0|0.012347748509049426|0.9999237636473879|
0.5955889133813569|0.0043779466673503995|0.0|0.0|0.0|0.013223265611469616|0.999912568801177|
0.6148750289495563|0.004904597825187575|0.0|0.0|0.0|0.014076369201527314|0.9999009230069259|
0.6340315245836285|0.005459776435526994|0.0|0.0|0.0|0.014895724984979099|0.9998890525339158|
0.6533681559128024|0.006051495300718346|0.0|0.0|0.0|0.01569446147022592|0.9998768343546917|
0.6726947469623437|0.0066738074451400215|0.0|0.0|0.0|0.01649281325557462|0.9998639843053237|
0.691678456227781|0.0073146287044781174|0.0|0.0|0.0|0.017249148162511597|0.9998512223764432|
0.7107968457600592|0.007988519647431044|0.0|0.0|0.0|0.01798275102146288|0.9998382972589618|
0.73001938829051|0.008693858463078649|0.0|0.0|0.0|0.01869205170702604|0.9998252883394088|
0.7494950454115412|0.00943493556310953|0.0|0.0|0.0|0.019338760387845415|0.9998129886867151|
0.7689075465660627|0.010196757403341736|0.0|0.0|0.0|0.019882474814701696|0.9998023240597327|
0.7886396624500988|0.010991630790242811|0.0|0.0|0.0|0.020376267416690547|0.9997923823105292|
0.8083566001864655|0.011802763860460346|0.0|0.0|0.0|0.02073654845556432|0.9997849746611268|
0.828601667089544|0.012647016299052863|0.0|0.0|0.0|0.020937924114283114|0.9997807776376701|
0.8478788398125414|0.013457364345058339|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
0.8673398779472042|0.014278034808014577|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
0.8868611704307912|0.015101246192173748|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
0.9064197764244758|0.01592603108414815|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
0.9258198143023794|0.016744129171026006|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
0.9452006736826618|0.01756141850215218|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
0.9651835334633484|0.01840409414329339|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
0.9842024889973168|0.019206122017397145|0.0|0.0|0.0|0.021070916410085724|0.9997779835951776|
1.0037133116483885|0.020026551726087156|0.0|0.0|0.0|0.02095121333824394|0.9997804992395358|
1.0231732455571603|0.020839022064364568|0.0|0.0|0.0|0.020772455525236624|0.9997842292672214|
1.042707194704962|0.021644674530690772|0.0|0.0|0.0|0.02044497033378358|0.9997909797492928|
1.062323759704788|0.022437074541964128|0.0|0.0|0.0|0.019924769838471478|0.9998014820687574|
1.08145859949002|0.02318867942052411|0.0|0.0|0.0|0.019331917223785983|0.9998131210263509|
1.1007323595481537|0.023920290241899365|0.0|0.0|0.0|0.01860649373849614|0.9998268842108414|
1.1200982381098377|0.024625809438443134|0.0|0.0|0.0|0.01780643202000512|0.9998414529207703|
1.1399545323689415|0.025316395977082653|0.0|0.0|0.0|0.016957027022597014|0.9998562192808299|
1.1587933595327289|0.025940112132858798|0.0|0.0|0.0|0.016137384806116966|0.9998697839276969|
1.1778319320665147|0.02653876468736563|0.0|0.0|0.0|0.015295154356849595|0.9998830222847072|
1.1969826335974718|0.02710828758764728|0.0|0.0|0.0|0.01443399526511796|0.9998958244640721|
1.2165546280273891|0.027655109056201985|0.0|0.0|0.0|0.013496802774639013|0.9999089140091024|
1.2358842074801382|0.02815776282035452|0.0|0.0|0.0|0.012500984349314643|0.9999218596421914|
1.2555573735060828|0.028629513331354266|0.0|0.0|0.0|0.011473233256710545|0.9999341802932017|
1.2750469026358935|0.029055863055777155|0.0|0.0|0.0|0.010398674074701141|0.9999459323270874|
1.29485786672183|0.029444033383328346|0.0|0.0|0.0|0.009192214342147344|0.9999577507052425|
1.3146684182282458|0.029782969685909703|0.0|0.0|0.0|0.007914782206296506|0.9999686776207677|
1.3346367080088377|0.030070810502493564|0.0|0.0|0.0|0.006498986914857133|0.9999788813615418|
1.3544057035048176|0.030298405802962582|0.0|0.0|0.0|0.005013177491889762|0.9999874339467646|
1.3740909634765257|0.030465835311746837|0.0|0.0|0.0|0.0034919130594160616|0.9999939032530076|
1.3943106250751336|0.030574298937715808|0.0|0.0|0.0|0.001872292443869859|0.9999982472589662|
1.4141274600288152|0.03061677210813537|0.0|0.0|0.0|0.000270990463817154|0.9999999632820836|
1.4342382777892129|0.0305949905814309|0.0|0.0|0.0|-0.0013540647670270125|0.9999990832538831|
1.4546294947668656|0.030506168766570405|0.0|0.0|0.0|-0.003001788679139287|0.9999954946222137|
1.474299716621273|0.03035680823930402|0.0|0.0|0.0|-0.00459127518840958|0.9999894600405268|
1.4941724126507259|0.030142403551570173|0.0|0.0|0.0|-0.006197158358706273|0.9999807974297692|
1.5142664324450101|0.02986070204681251|0.0|0.0|0.0|-0.007820975176793431|0.9999694157059424|
1.534288467487918|0.029515082765432656|0.0|0.0|0.0|-0.009439036369492471|0.9999554513039145|
1.5545753205409787|0.02909877915112156|0.0|0.0|0.0|-0.011078574262630895|0.999938630713059|
1.5747388592861824|0.028619337670057133|0.0|0.0|0.0|-0.012694024311995147|0.9999194276274296|
1.5951392962064332|0.0280685017770135|0.0|0.0|0.0|-0.014299769527314196|0.9998977530685154|
1.6154983800794975|0.027453989575914776|0.0|0.0|0.0|-0.015873601374083068|0.9998740064525213|
1.6367240090174626|0.026746926211275605|0.0|0.0|0.0|-0.017424311074825564|0.9998481851679122|
1.6569134607421423|0.026016115337976774|0.0|0.0|0.0|-0.018755568398401676|0.9998240988564203|
1.6776126338374509|0.025212801193608005|0.0|0.0|0.0|-0.020031522503659235|0.9997993489226653|
1.6982147080826424|0.024365006611460304|0.0|0.0|0.0|-0.021093301634070517|0.9997775115625347|
1.7189577757676036|0.023472477245266576|0.0|0.0|0.0|-0.0219046959177447|0.9997600633635808|
1.7396394437050526|0.02255185352887357|0.0|0.0|0.0|-0.022576264797650212|0.999745123652917|
1.760429772503625|0.021603178302134745|0.0|0.0|0.0|-0.02301875560900658|0.9997350333414413|
1.781264434206965|0.0206379186617885|0.0|0.0|0.0|-0.023273513283668404|0.999729135105822|
1.802586154973804|0.01964046174375843|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.8228948813858146|0.018686405811502497|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.8440322109369511|0.01769342406359765|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.8647028208282557|0.016722367701417492|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.8855575053832274|0.015742663946915685|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.9065615659964108|0.014755942858505672|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.9275647681216468|0.013769262099829156|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.9488143977343555|0.012771004760645894|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.9695823789279479|0.011795374124988897|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
1.9907338533763193|0.010801727883268436|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.0114710449977977|0.009827543668885165|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.0326611115834954|0.008832084459830391|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.0536979782739047|0.007843822219506802|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.074657831120263|0.0068591779074204245|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.095733217658133|0.0058691060957710445|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.1166188317088914|0.00488794934671106|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.1374749947041|0.003908176138582636|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.158626598581867|0.0029145238165743763|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.179528087266633|0.0019326213147575343|0.0|0.0|0.0|-0.02346940601530461|0.9997245555558235|
2.200515196175068|0.000942303643959668|0.0|0.0|0.0|-0.023678200795787956|0.9997196321004577|
2.2217902417348623|-7.400577006110773e-05|0.0|0.0|0.0|-0.024051002686567315|0.9997107327971281|
2.24260351177577|-0.001085932218984988|0.0|0.0|0.0|-0.024525255397255214|0.9996992106867442|
2.263776501642569|-0.00213934886106451|0.0|0.0|0.0|-0.025181484803407865|0.999682896134117|
2.2846867090888843|-0.0032093166334266595|0.0|0.0|0.0|-0.025937993449015286|0.9996635536498462|
2.3059613482727723|-0.004331505777166352|0.0|0.0|0.0|-0.026754805700833547|0.9996420261133036|
2.326779114808316|-0.005464308693352258|0.0|0.0|0.0|-0.02760008252446007|0.9996190451590261|
2.3479052098268594|-0.0066499936102503415|0.0|0.0|0.0|-0.02845793920499227|0.9995949908318894|
2.369016277818334|-0.007870518273310966|0.0|0.0|0.0|-0.029284189128135574|0.9995711261671716|
2.390305492475191|-0.0091351307462766|0.0|0.0|0.0|-0.030038940720176474|0.9995487291975362|
2.411492206119953|-0.010422679570807482|0.0|0.0|0.0|-0.030648613170714094|0.9995302209091589|
2.4328238032612566|-0.01174353843532226|0.0|0.0|0.0|-0.03118287426080429|0.9995136959305935|
2.4544331849354073|-0.013100708498151275|0.0|0.0|0.0|-0.03152913157687969|0.9995028333436619|
2.476264861185152|-0.014483469491630667|0.0|0.0|0.0|-0.03171320385888955|0.9994970098509572|
2.497079062816225|-0.015807974340596394|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.5185497861925854|-0.01717666992345626|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.5400800823836014|-0.018549163098361972|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.561445571982991|-0.019911150336880408|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.583111255322913|-0.021292274045066763|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.604009890120439|-0.022624500660529363|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.6254115713090656|-0.02398879500661043|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.646895571109254|-0.0253583369225151|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.668617607430524|-0.026743052967825753|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.6898553609360794|-0.028096897405360012|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.7116925134616165|-0.02948895177074135|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.7334352626461036|-0.030874988200274713|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.755093439436466|-0.03225563338796413|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.7774977435296826|-0.03368384200077678|0.0|0.0|0.0|-0.031825087680654354|0.9994934536024329|
2.798519507842042|-0.03502664378330459|0.0|0.0|0.0|-0.03195417227370566|0.9994893350478045|
2.8205479270882634|-0.036441086108005734|0.0|0.0|0.0|-0.0321567042203527|0.9994828394593299|
2.8426703718432176|-0.03787431819538361|0.0|0.0|0.0|-0.03252793174984837|0.9994708268159093|
2.864792276849559|-0.03932771657259458|0.0|0.0|0.0|-0.03306552884137067|0.9994531858983894|
2.8866863594885257|-0.04079076346732123|0.0|0.0|0.0|-0.033646741107245415|0.9994337881084779|
2.9085553099170576|-0.0422794597876932|0.0|0.0|0.0|-0.034308827913933804|0.9994112788673|
2.9304798661381066|-0.04380152516810749|0.0|0.0|0.0|-0.03498894676825747|0.9993876993459786|
2.952591479860515|-0.045366950146963625|0.0|0.0|0.0|-0.03567491763337096|0.9993634475264003|
2.974361243411465|-0.04693691630710147|0.0|0.0|0.0|-0.03630172086727191|0.9993408753083578|
2.996124417630871|-0.048531355600967885|0.0|0.0|0.0|-0.03681449841389592|0.999322116590308|
3.0182235679684624|-0.050171912651721794|0.0|0.0|0.0|-0.037268829488639105|0.9993052758534535|
3.040208053002758|-0.05181996268732099|0.0|0.0|0.0|-0.03753799583781641|0.9992952010634696|
3.0630773654455616|-0.05354377178968956|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.0847846210567647|-0.05518305879242699|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.107074046906329|-0.05686631008628518|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.129098827600814|-0.05852957592593097|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.15171171399849|-0.06023725429071555|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.174168697967789|-0.061933159226878226|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.196801545188325|-0.0636423449916799|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.2191200218762464|-0.06532779014470672|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.241688099314725|-0.0670320846296594|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.2639725872831185|-0.06871496302495486|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.2865302681887156|-0.07041847238526852|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.3087026737384297|-0.07209288654835164|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.3311114562101354|-0.0737851514072049|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.3533086829972905|-0.0754614400187522|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.3757808323845406|-0.07715849021587771|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.3980800563415414|-0.07884248144252386|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.4204526106438276|-0.0805320104250284|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.442587075266164|-0.08220355936782688|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.464922496340557|-0.08389028412583817|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.4873752204681767|-0.0855858673675738|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.5097885193915035|-0.08727847329950543|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.5324071181535994|-0.08898658305022447|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.554808153457109|-0.09067826285897493|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.5774646770997833|-0.09238923661815862|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.6000804209757193|-0.09409713077378601|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.6224942197515526|-0.09578977445354309|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.644847521697618|-0.0974778495379634|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.6673054227212925|-0.0991738237281732|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.689882539418443|-0.10087880083922762|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.712477228180295|-0.1025851049562281|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.7348181092115746|-0.10427224203888048|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.7574941465567817|-0.10598468943247845|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
3.779870898610525|-0.10767453542048087|0.0|0.0|0.0|-0.0376785093196992|0.9992899128558466|
