%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1663722023437101526,3678,1663722023425363333,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.95978209376e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95978209376e-05,0.0,0.0,0.0,0.0,0.0,0.0,3679000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3679000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3679000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5975168286
1663722023537317807,3679,1663722023505331522,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.3949264586e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.3949264586e-06,0.0,0.0,0.0,0.0,0.0,0.0,3680000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3680000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3680000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39487035817
1663722023637305276,3680,1663722023585403413,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.4114574343e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.4114574343e-06,0.0,0.0,0.0,0.0,0.0,0.0,3681000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3681000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3681000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41146662133
1663722023737146918,3681,1663722023725366745,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.95897882804e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95897882804e-05,0.0,0.0,0.0,0.0,0.0,0.0,3682000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3682000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3682000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.589350557
1663722023837092178,3682,1663722023805386918,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40319194645e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40319194645e-06,0.0,0.0,0.0,0.0,0.0,0.0,3683000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3683000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3683000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40318708681
1663722023937107667,3683,1663722023885387613,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40016514808e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40016514808e-06,0.0,0.0,0.0,0.0,0.0,0.0,3684000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3684000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3684000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40007023967
1663722024037296571,3684,1663722024025387629,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96000328287e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96000328287e-05,0.0,0.0,0.0,0.0,0.0,0.0,3685000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3685000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3685000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5996203299
1663722024137704582,3685,1663722024105388213,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40004873276e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40004873276e-06,0.0,0.0,0.0,0.0,0.0,0.0,3686000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3686000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3686000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40005248017
1663722024237078238,3686,1663722024187626584,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.76314812154e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.76314812154e-06,0.0,0.0,0.0,0.0,0.0,0.0,3687000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3687000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3687000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76310392516
1663722024337070010,3687,1663722024285391160,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,9.55793075264e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.55793075264e-06,0.0,0.0,0.0,0.0,0.0,0.0,3688000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3688000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3688000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55782096821
1663722024437125020,3688,1663722024405393388,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.44006917253e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.44006917253e-05,0.0,0.0,0.0,0.0,0.0,0.0,3689000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3689000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3689000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4003273546
1663722024537127447,3689,1663722024485493901,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.41611404717e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.41611404717e-06,0.0,0.0,0.0,0.0,0.0,0.0,3690000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3690000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3690000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41605101747
1663722024637232820,3690,1663722024625360535,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.95626635104e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95626635104e-05,0.0,0.0,0.0,0.0,0.0,0.0,3691000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3691000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3691000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5622926181
1663722024737427248,3691,1663722024705388205,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40447251499e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40447251499e-06,0.0,0.0,0.0,0.0,0.0,0.0,3692000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3692000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3692000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40438694996
1663722024837086970,3692,1663722024825359788,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.43931247294e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.43931247294e-05,0.0,0.0,0.0,0.0,0.0,0.0,3693000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3693000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3693000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3929735682
1663722024937102421,3693,1663722024925386587,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.00053148344e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.00053148344e-05,0.0,0.0,0.0,0.0,0.0,0.0,3694000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3694000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3694000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0052604135
1663722025037269305,3694,1663722025005385720,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39993231744e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39993231744e-06,0.0,0.0,0.0,0.0,0.0,0.0,3695000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3695000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3695000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39982032322
1663722025137085449,3695,1663722025085358004,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39550853521e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39550853521e-06,0.0,0.0,0.0,0.0,0.0,0.0,3696000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3696000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3696000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39552530553
1663722025237066524,3696,1663722025225388329,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96084147319e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96084147319e-05,0.0,0.0,0.0,0.0,0.0,0.0,3697000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3697000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3697000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6081074364
1663722025337645503,3697,1663722025305394392,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40109647065e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40109647065e-06,0.0,0.0,0.0,0.0,0.0,0.0,3698000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3698000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3698000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40092914528
1663722025437172140,3698,1663722025385359433,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39446079731e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39446079731e-06,0.0,0.0,0.0,0.0,0.0,0.0,3699000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3699000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3699000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39436689427
1663722025537256364,3699,1663722025525388207,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96079490706e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96079490706e-05,0.0,0.0,0.0,0.0,0.0,0.0,3700000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3700000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3700000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.607673082
1663722025637099875,3700,1663722025605388849,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40004873276e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40004873276e-06,0.0,0.0,0.0,0.0,0.0,0.0,3701000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3701000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3701000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40006176021
