%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1663722025737044923,3701,1663722025686494069,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.57804775983e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.57804775983e-06,0.0,0.0,0.0,0.0,0.0,0.0,3702000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3702000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3702000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57801344106
1663722025837072789,3702,1663722025825387651,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.92914158106e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.92914158106e-05,0.0,0.0,0.0,0.0,0.0,0.0,3703000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3703000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3703000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2910549713
1663722025937031127,3703,1663722025905361417,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39597419649e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39597419649e-06,0.0,0.0,0.0,0.0,0.0,0.0,3704000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3704000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3704000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39576234296
1663722026037029014,3704,1663722025985387716,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40423968434e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40423968434e-06,0.0,0.0,0.0,0.0,0.0,0.0,3705000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3705000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3705000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40416751814
1663722026137059956,3705,1663722026125362752,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.95930479094e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95930479094e-05,0.0,0.0,0.0,0.0,0.0,0.0,3706000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3706000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3706000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5926268272
1663722026237057616,3706,1663722026205367581,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40074722469e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40074722469e-06,0.0,0.0,0.0,0.0,0.0,0.0,3707000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3707000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3707000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40073169442
1663722026337118213,3707,1663722026305391881,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.00048491731e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.00048491731e-05,0.0,0.0,0.0,0.0,0.0,0.0,3708000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3708000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3708000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0047604948
1663722026437116689,3708,1663722026425358952,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.43920769915e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.43920769915e-05,0.0,0.0,0.0,0.0,0.0,0.0,3709000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3709000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3709000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.391890997
1663722026537080298,3709,1663722026525361270,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.00004253909e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.00004253909e-05,0.0,0.0,0.0,0.0,0.0,0.0,3710000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3710000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3710000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0003635986
1663722026637098124,3710,1663722026625395007,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.00068282336e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.00068282336e-05,0.0,0.0,0.0,0.0,0.0,0.0,3711000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3711000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3711000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0066484052
1663722026737871435,3711,1663722026705392064,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39969948679e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39969948679e-06,0.0,0.0,0.0,0.0,0.0,0.0,3712000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3712000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3712000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3994881754
1663722026837114357,3712,1663722026785397000,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40063080937e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40063080937e-06,0.0,0.0,0.0,0.0,0.0,0.0,3713000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3713000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3713000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40074881481
1663722026937137475,3713,1663722026925589858,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96541659534e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96541659534e-05,0.0,0.0,0.0,0.0,0.0,0.0,3714000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3714000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3714000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6536511632
1663722027037038332,3714,1663722027005390724,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.3682673499e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.3682673499e-06,0.0,0.0,0.0,0.0,0.0,0.0,3715000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3715000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3715000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36813766172
1663722027137078096,3715,1663722027085361145,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39527570456e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39527570456e-06,0.0,0.0,0.0,0.0,0.0,0.0,3716000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3716000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3716000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39522733598
1663722027237113397,3716,1663722027225381896,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96059700102e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96059700102e-05,0.0,0.0,0.0,0.0,0.0,0.0,3717000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3717000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3717000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6054263327
1663722027337080363,3717,1663722027305387546,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40098005533e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40098005533e-06,0.0,0.0,0.0,0.0,0.0,0.0,3718000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3718000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3718000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40086306154
1663722027437050970,3718,1663722027425391930,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.44011573866e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.44011573866e-05,0.0,0.0,0.0,0.0,0.0,0.0,3719000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3719000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3719000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4008447933
1663722027539775197,3719,1663722027525390011,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,9.99961048365e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.99961048365e-06,0.0,0.0,0.0,0.0,0.0,0.0,3720000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3720000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3720000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99951621389
1663722027637132523,3720,1663722027605368534,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39643985778e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39643985778e-06,0.0,0.0,0.0,0.0,0.0,0.0,3721000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3721000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3721000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39652322594
1663722027737111042,3721,1663722027725387815,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.44045334309e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.44045334309e-05,0.0,0.0,0.0,0.0,0.0,0.0,3722000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3722000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3722000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4044203227
1663722027837083358,3722,1663722027825365645,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,9.99553594738e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.99553594738e-06,0.0,0.0,0.0,0.0,0.0,0.0,3723000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3723000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3723000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99546658248
1663722027937082582,3723,1663722027905359849,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39900099486e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39900099486e-06,0.0,0.0,0.0,0.0,0.0,0.0,3724000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3724000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3724000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39903172618
1663722028037122170,3724,1663722027985386392,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40423968434e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40423968434e-06,0.0,0.0,0.0,0.0,0.0,0.0,3725000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3725000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3725000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40420657059
1663722028137117335,3725,1663722028125363763,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.95935135707e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95935135707e-05,0.0,0.0,0.0,0.0,0.0,0.0,3726000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3726000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3726000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5932804904
1663722028237104976,3726,1663722028205368262,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40063080937e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40063080937e-06,0.0,0.0,0.0,0.0,0.0,0.0,3727000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3727000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3727000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40067889192
1663722028337056816,3727,1663722028285388725,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40330836177e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40330836177e-06,0.0,0.0,0.0,0.0,0.0,0.0,3728000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3728000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3728000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4032334974
1663722028437632799,3728,1663722028425393488,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96013133973e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96013133973e-05,0.0,0.0,0.0,0.0,0.0,0.0,3729000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3729000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3729000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6009494604
1663722028537175126,3729,1663722028505359048,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39434438199e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39434438199e-06,0.0,0.0,0.0,0.0,0.0,0.0,3730000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3730000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3730000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39444989758
1663722028637167890,3730,1663722028585362148,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40051439404e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40051439404e-06,0.0,0.0,0.0,0.0,0.0,0.0,3731000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3731000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3731000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40045504377
1663722028737133474,3731,1663722028725394036,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96089968085e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96089968085e-05,0.0,0.0,0.0,0.0,0.0,0.0,3732000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3732000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3732000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6085451567
1663722028837158540,3732,1663722028805362202,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39504287392e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39504287392e-06,0.0,0.0,0.0,0.0,0.0,0.0,3733000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3733000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3733000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39486667956
1663722028937108725,3733,1663722028885358190,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39946665615e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39946665615e-06,0.0,0.0,0.0,0.0,0.0,0.0,3734000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3734000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3734000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39931714477
1663722029037162020,3734,1663722029025367173,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96023611352e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96023611352e-05,0.0,0.0,0.0,0.0,0.0,0.0,3735000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3735000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3735000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.602131072
1663722029137139572,3735,1663722029105391211,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40389043838e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40389043838e-06,0.0,0.0,0.0,0.0,0.0,0.0,3736000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3736000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3736000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40380564949
1663722029237333490,3736,1663722029205360923,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,9.99390613288e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.99390613288e-06,0.0,0.0,0.0,0.0,0.0,0.0,3737000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3737000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3737000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99384344008
1663722029337069182,3737,1663722029325359343,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.43996439874e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.43996439874e-05,0.0,0.0,0.0,0.0,0.0,0.0,3738000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3738000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3738000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3994134584
1663722029437138888,3738,1663722029405388086,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40458893031e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40458893031e-06,0.0,0.0,0.0,0.0,0.0,0.0,3739000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3739000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3739000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40455868817
1663722029537203931,3739,1663722029505364338,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,9.99530311674e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.99530311674e-06,0.0,0.0,0.0,0.0,0.0,0.0,3740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99515106063
1663722029637720746,3740,1663722029625363040,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.43997604027e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.43997604027e-05,0.0,0.0,0.0,0.0,0.0,0.0,3741000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3741000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3741000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3994811357
1663722029737197856,3741,1663722029705359010,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39946665615e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39946665615e-06,0.0,0.0,0.0,0.0,0.0,0.0,3742000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3742000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3742000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39931426535
1663722029837058644,3742,1663722029805865249,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.01013574749e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.01013574749e-05,0.0,0.0,0.0,0.0,0.0,0.0,3743000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3743000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3743000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1014020392
1663722029938956700,3743,1663722029925392542,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.42867211252e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.42867211252e-05,0.0,0.0,0.0,0.0,0.0,0.0,3744000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3744000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3744000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286569665
1663722030037126237,3744,1663722030005364353,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39550853521e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39550853521e-06,0.0,0.0,0.0,0.0,0.0,0.0,3745000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3745000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3745000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39544965315
1663722030137193609,3745,1663722030085387975,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40389043838e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40389043838e-06,0.0,0.0,0.0,0.0,0.0,0.0,3746000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3746000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3746000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40373907005
1663722030237214182,3746,1663722030225386667,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.95996835828e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95996835828e-05,0.0,0.0,0.0,0.0,0.0,0.0,3747000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3747000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3747000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.599249626
1663722030337092941,3747,1663722030305362256,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39597419649e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39597419649e-06,0.0,0.0,0.0,0.0,0.0,0.0,3748000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3748000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3748000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3960539269
1663722030437124613,3748,1663722030385390945,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40470534563e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40470534563e-06,0.0,0.0,0.0,0.0,0.0,0.0,3749000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3749000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3749000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4045500448
1663722030537168930,3749,1663722030525399655,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.96024775505e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96024775505e-05,0.0,0.0,0.0,0.0,0.0,0.0,3750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6020546302
1663722030637134936,3750,1663722030605388710,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39830250293e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39830250293e-06,0.0,0.0,0.0,0.0,0.0,0.0,3751000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3751000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3751000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39820798323
1663722030737194254,3751,1663722030685394964,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.40098005533e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40098005533e-06,0.0,0.0,0.0,0.0,0.0,0.0,3752000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3752000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3752000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40095970675
1663722030837157927,3752,1663722030825387497,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.95978209376e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95978209376e-05,0.0,0.0,0.0,0.0,0.0,0.0,3753000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3753000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3753000000.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5975252276
1663722030937099566,3753,1663722030905359246,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,6.39550853521e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39550853521e-06,0.0,0.0,0.0,0.0,0.0,0.0,3754000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3754000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3754000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39543973713
1663722031037093189,3754,1663722031005360398,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.00000761449e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.00000761449e-05,0.0,0.0,0.0,0.0,0.0,0.0,3755000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3755000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3755000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0001303983
1663722031137165690,3755,1663722031125363033,odom,-1.14966913264,0.0,0.0,0.0,0.0,0.0,1.0,1.44006917253e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.44006917253e-05,0.0,0.0,0.0,0.0,0.0,0.0,3756000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3756000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3756000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4004250336
1663722031237108786,3756,1663722031205388968,odom,-1.14609040575,0.0,0.0,0.0,0.0,0.0,1.0,6.40423968434e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.40423968434e-06,0.0,0.0,0.0,0.0,0.0,0.0,3757000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3757000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3757000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40410926018
1663722031337103351,3757,1663722031325359340,odom,-1.1243024632,0.0,0.0,0.0,0.0,0.0,1.0,1.43927754834e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.43927754834e-05,0.0,0.0,0.0,0.0,0.0,0.0,3758000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3758000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3758000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3926830068
1663722031437228089,3758,1663722031425395383,odom,-1.08723543184,0.0,0.0,0.0,0.0,0.0,1.0,1.00070610642e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.00070610642e-05,0.0,0.0,0.0,0.0,0.0,0.0,3759000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3759000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3759000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0071097574
1663722031537117336,3759,1663722031525388396,odom,-1.03623353855,0.0,0.0,0.0,0.0,0.0,1.0,9.99867916107e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.99867916107e-06,0.0,0.0,0.0,0.0,0.0,0.0,3760000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3760000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3760000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99850267882
1663722031637131705,3760,1663722031605368633,odom,-0.995723100038,0.0,0.0,0.0,0.0,0.0,1.0,6.39678910375e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.39678910375e-06,0.0,0.0,0.0,0.0,0.0,0.0,3761000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3761000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3761000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3967973917
