%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1663722024051896049,0.0,0.0,0.0,0.0,0.0,0.0
1663722024072011389,0.0,0.0,0.0,0.0,0.0,0.0
1663722024092192243,0.0,0.0,0.0,0.0,0.0,0.0
1663722024112290928,0.0,0.0,0.0,0.0,0.0,0.0
1663722024132593269,0.0,0.0,0.0,0.0,0.0,0.0
1663722024152718616,0.0,0.0,0.0,0.0,0.0,0.0
1663722024172969454,0.0,0.0,0.0,0.0,0.0,0.0
1663722024193171279,0.0,0.0,0.0,0.0,0.0,0.0
1663722024213342318,0.0,0.0,0.0,0.0,0.0,0.0
1663722024233499750,0.0,0.0,0.0,0.0,0.0,0.0
1663722024253807112,0.0,0.0,0.0,0.0,0.0,0.0
1663722024275987787,0.0,0.0,0.0,0.0,0.0,0.0
1663722024296172861,0.0,0.0,0.0,0.0,0.0,0.0
1663722024316518698,0.0,0.0,0.0,0.0,0.0,0.0
1663722024336617706,0.0,0.0,0.0,0.0,0.0,0.0
1663722024356819855,0.0,0.0,0.0,0.0,0.0,0.0
1663722024377021769,0.0,0.0,0.0,0.0,0.0,0.0
1663722024397257742,0.0,0.0,0.0,0.0,0.0,0.0
1663722024417444233,0.0,0.0,0.0,0.0,0.0,0.0
1663722024437616777,0.0,0.0,0.0,0.0,0.0,0.0
1663722024457787981,0.0,0.0,0.0,0.0,0.0,0.0
1663722024477985670,0.0,0.0,0.0,0.0,0.0,0.0
1663722024498192610,0.0,0.0,0.0,0.0,0.0,0.0
1663722024518321887,0.0,0.0,0.0,0.0,0.0,0.0
1663722024538426360,0.0,0.0,0.0,0.0,0.0,0.0
1663722024558827404,0.0,0.0,0.0,0.0,0.0,0.0
1663722024578950272,0.0,0.0,0.0,0.0,0.0,0.0
1663722024599269740,0.0,0.0,0.0,0.0,0.0,0.0
1663722024619415550,0.0,0.0,0.0,0.0,0.0,0.0
1663722024639632159,0.0,0.0,0.0,0.0,0.0,0.0
1663722024659887856,0.0,0.0,0.0,0.0,0.0,0.0
1663722024680151223,0.0,0.0,0.0,0.0,0.0,0.0
1663722024700496338,0.0,0.0,0.0,0.0,0.0,0.0
1663722024720697673,0.0,0.0,0.0,0.0,0.0,0.0
1663722024741817907,0.0,0.0,0.0,0.0,0.0,0.0
1663722024761982358,0.0,0.0,0.0,0.0,0.0,0.0
1663722024782268315,0.0,0.0,0.0,0.0,0.0,0.0
1663722024802576430,0.0,0.0,0.0,0.0,0.0,0.0
1663722024822820649,0.0,0.0,0.0,0.0,0.0,0.0
1663722024843038288,0.0,0.0,0.0,0.0,0.0,0.0
1663722024863418429,0.0,0.0,0.0,0.0,0.0,0.0
1663722024883526617,0.0,0.0,0.0,0.0,0.0,0.0
1663722024903696950,0.0,0.0,0.0,0.0,0.0,0.0
1663722024923891016,0.0,0.0,0.0,0.0,0.0,0.0
1663722024944114082,0.0,0.0,0.0,0.0,0.0,0.0
1663722024964359119,0.0,0.0,0.0,0.0,0.0,0.0
1663722024984509854,0.0,0.0,0.0,0.0,0.0,0.0
1663722025004718804,0.0,0.0,0.0,0.0,0.0,0.0
1663722025024856304,0.0,0.0,0.0,0.0,0.0,0.0
1663722025045009584,0.0,0.0,0.0,0.0,0.0,0.0
1663722025065210481,0.0,0.0,0.0,0.0,0.0,0.0
1663722025085514105,0.0,0.0,0.0,0.0,0.0,0.0
1663722025105689058,0.0,0.0,0.0,0.0,0.0,0.0
1663722025125828532,0.0,0.0,0.0,0.0,0.0,0.0
1663722025146137934,0.0,0.0,0.0,0.0,0.0,0.0
1663722025166355628,0.0,0.0,0.0,0.0,0.0,0.0
1663722025186704033,0.0,0.0,0.0,0.0,0.0,0.0
1663722025207071616,0.0,0.0,0.0,0.0,0.0,0.0
1663722025227183438,0.0,0.0,0.0,0.0,0.0,0.0
1663722025247430263,0.0,0.0,0.0,0.0,0.0,0.0
1663722025267599380,0.0,0.0,0.0,0.0,0.0,0.0
1663722025287787691,0.0,0.0,0.0,0.0,0.0,0.0
1663722025308013516,0.0,0.0,0.0,0.0,0.0,0.0
1663722025328192032,0.0,0.0,0.0,0.0,0.0,0.0
1663722025348425995,0.0,0.0,0.0,0.0,0.0,0.0
1663722025368566428,0.0,0.0,0.0,0.0,0.0,0.0
1663722025388871566,0.0,0.0,0.0,0.0,0.0,0.0
1663722025409111694,0.0,0.0,0.0,0.0,0.0,0.0
1663722025429369454,0.0,0.0,0.0,0.0,0.0,0.0
1663722025449570255,0.0,0.0,0.0,0.0,0.0,0.0
1663722025469831062,0.0,0.0,0.0,0.0,0.0,0.0
1663722025490123883,0.0,0.0,0.0,0.0,0.0,0.0
1663722025511199891,0.0,0.0,0.0,0.0,0.0,0.0
1663722025530448049,0.0,0.0,0.0,0.0,0.0,0.0
1663722025550618886,0.0,0.0,0.0,0.0,0.0,0.0
1663722025570820097,0.0,0.0,0.0,0.0,0.0,0.0
1663722025591108558,0.0,0.0,0.0,0.0,0.0,0.0
1663722025611195895,0.0,0.0,0.0,0.0,0.0,0.0
1663722025631376843,0.0,0.0,0.0,0.0,0.0,0.0
1663722025651476066,0.0,0.0,0.0,0.0,0.0,0.0
1663722025671845939,0.0,0.0,0.0,0.0,0.0,0.0
1663722025692042293,0.0,0.0,0.0,0.0,0.0,0.0
1663722025712116642,0.0,0.0,0.0,0.0,0.0,0.0
1663722025732318967,0.0,0.0,0.0,0.0,0.0,0.0
1663722025752705989,0.0,0.0,0.0,0.0,0.0,0.0
1663722025773268966,0.0,0.0,0.0,0.0,0.0,0.0
1663722025792951047,0.0,0.0,0.0,0.0,0.0,0.0
1663722025813517016,0.0,0.0,0.0,0.0,0.0,0.0
1663722025833653570,0.0,0.0,0.0,0.0,0.0,0.0
1663722025853927907,0.0,0.0,0.0,0.0,0.0,0.0
1663722025874049610,0.0,0.0,0.0,0.0,0.0,0.0
1663722025894237354,0.0,0.0,0.0,0.0,0.0,0.0
1663722025914493071,0.0,0.0,0.0,0.0,0.0,0.0
1663722025934667916,0.0,0.0,0.0,0.0,0.0,0.0
1663722025954897294,0.0,0.0,0.0,0.0,0.0,0.0
1663722025975033169,0.0,0.0,0.0,0.0,0.0,0.0
1663722025995210321,0.0,0.0,0.0,0.0,0.0,0.0
1663722026015333122,0.0,0.0,0.0,0.0,0.0,0.0
1663722026035584211,0.0,0.0,0.0,0.0,0.0,0.0
1663722026055912033,0.0,0.0,0.0,0.0,0.0,0.0
1663722026076823795,0.0,0.0,0.0,0.0,0.0,0.0
1663722026096251168,0.0,0.0,0.0,0.0,0.0,0.0
1663722026116630390,0.0,0.0,0.0,0.0,0.0,0.0
1663722026136720941,0.0,0.0,0.0,0.0,0.0,0.0
1663722026156892596,0.0,0.0,0.0,0.0,0.0,0.0
1663722026177346289,0.0,0.0,0.0,0.0,0.0,0.0
1663722026197509580,0.0,0.0,0.0,0.0,0.0,0.0
1663722026217808868,0.0,0.0,0.0,0.0,0.0,0.0
1663722026237911015,0.0,0.0,0.0,0.0,0.0,0.0
1663722026258288269,0.0,0.0,0.0,0.0,0.0,0.0
1663722026280031481,0.0,0.0,0.0,0.0,0.0,0.0
1663722026300351640,0.0,0.0,0.0,0.0,0.0,0.0
1663722026320517374,0.0,0.0,0.0,0.0,0.0,0.0
1663722026340650368,0.0,0.0,0.0,0.0,0.0,0.0
1663722026360849943,0.0,0.0,0.0,0.0,0.0,0.0
1663722026381033261,0.0,0.0,0.0,0.0,0.0,0.0
1663722026401209892,0.0,0.0,0.0,0.0,0.0,0.0
1663722026421329685,0.0,0.0,0.0,0.0,0.0,0.0
1663722026441511126,0.0,0.0,0.0,0.0,0.0,0.0
1663722026461724012,0.0,0.0,0.0,0.0,0.0,0.0
1663722026481886076,0.0,0.0,0.0,0.0,0.0,0.0
1663722026502199175,0.0,0.0,0.0,0.0,0.0,0.0
1663722026522504073,0.0,0.0,0.0,0.0,0.0,0.0
1663722026543129696,0.0,0.0,0.0,0.0,0.0,0.0
1663722026562965681,0.0,0.0,0.0,0.0,0.0,0.0
1663722026584981373,0.0,0.0,0.0,0.0,0.0,0.0
1663722026605245811,0.0,0.0,0.0,0.0,0.0,0.0
1663722026625664925,0.0,0.0,0.0,0.0,0.0,0.0
1663722026645841108,0.0,0.0,0.0,0.0,0.0,0.0
1663722026666088358,0.0,0.0,0.0,0.0,0.0,0.0
1663722026686262002,0.0,0.0,0.0,0.0,0.0,0.0
1663722026706470507,0.0,0.0,0.0,0.0,0.0,0.0
1663722026726680184,0.0,0.0,0.0,0.0,0.0,0.0
1663722026746817392,0.0,0.0,0.0,0.0,0.0,0.0
1663722026766997724,0.0,0.0,0.0,0.0,0.0,0.0
1663722026787195838,0.0,0.0,0.0,0.0,0.0,0.0
1663722026807412506,0.0,0.0,0.0,0.0,0.0,0.0
1663722026827556064,0.0,0.0,0.0,0.0,0.0,0.0
1663722026847841148,0.0,0.0,0.0,0.0,0.0,0.0
1663722026867961448,0.0,0.0,0.0,0.0,0.0,0.0
1663722026888251907,0.0,0.0,0.0,0.0,0.0,0.0
1663722026908526823,0.0,0.0,0.0,0.0,0.0,0.0
1663722026930373404,0.0,0.0,0.0,0.0,0.0,0.0
1663722026950523811,0.0,0.0,0.0,0.0,0.0,0.0
1663722026970767971,0.0,0.0,0.0,0.0,0.0,0.0
1663722026990885662,0.0,0.0,0.0,0.0,0.0,0.0
1663722027011133083,0.0,0.0,0.0,0.0,0.0,0.0
1663722027031369708,0.0,0.0,0.0,0.0,0.0,0.0
1663722027051525647,0.0,0.0,0.0,0.0,0.0,0.0
1663722027071691431,0.0,0.0,0.0,0.0,0.0,0.0
1663722027091919223,0.0,0.0,0.0,0.0,0.0,0.0
1663722027112106768,0.0,0.0,0.0,0.0,0.0,0.0
1663722027132297523,0.0,0.0,0.0,0.0,0.0,0.0
1663722027152470403,0.0,0.0,0.0,0.0,0.0,0.0
1663722027172643887,0.0,0.0,0.0,0.0,0.0,0.0
1663722027192854052,0.0,0.0,0.0,0.0,0.0,0.0
1663722027212998315,0.0,0.0,0.0,0.0,0.0,0.0
1663722027233204848,0.0,0.0,0.0,0.0,0.0,0.0
1663722027253404775,0.0,0.0,0.0,0.0,0.0,0.0
1663722027274871722,0.0,0.0,0.0,0.0,0.0,0.0
1663722027295031867,0.0,0.0,0.0,0.0,0.0,0.0
1663722027315726923,0.0,0.0,0.0,0.0,0.0,0.0
1663722027335918450,0.0,0.0,0.0,0.0,0.0,0.0
1663722027356136388,0.0,0.0,0.0,0.0,0.0,0.0
1663722027376320791,0.0,0.0,0.0,0.0,0.0,0.0
1663722027396573255,0.0,0.0,0.0,0.0,0.0,0.0
1663722027416781249,0.0,0.0,0.0,0.0,0.0,0.0
1663722027436991106,0.0,0.0,0.0,0.0,0.0,0.0
1663722027457285808,0.0,0.0,0.0,0.0,0.0,0.0
1663722027477512098,0.0,0.0,0.0,0.0,0.0,0.0
1663722027497675406,0.0,0.0,0.0,0.0,0.0,0.0
1663722027517991311,0.0,0.0,0.0,0.0,0.0,0.0
1663722027539763637,0.0,0.0,0.0,0.0,0.0,0.0
1663722027559999016,0.0,0.0,0.0,0.0,0.0,0.0
1663722027582468118,0.0,0.0,0.0,0.0,0.0,0.0
1663722027600334850,0.0,0.0,0.0,0.0,0.0,0.0
1663722027620506729,0.0,0.0,0.0,0.0,0.0,0.0
1663722027640697632,0.0,0.0,0.0,0.0,0.0,0.0
1663722027660914997,0.0,0.0,0.0,0.0,0.0,0.0
1663722027681087767,0.0,0.0,0.0,0.0,0.0,0.0
1663722027701198074,0.0,0.0,0.0,0.0,0.0,0.0
1663722027721534293,0.0,0.0,0.0,0.0,0.0,0.0
1663722027741863404,0.0,0.0,0.0,0.0,0.0,0.0
1663722027762259124,0.0,0.0,0.0,0.0,0.0,0.0
1663722027782534534,0.0,0.0,0.0,0.0,0.0,0.0
1663722027802679413,0.0,0.0,0.0,0.0,0.0,0.0
1663722027822923921,0.0,0.0,0.0,0.0,0.0,0.0
1663722027843199153,0.0,0.0,0.0,0.0,0.0,0.0
1663722027863321326,0.0,0.0,0.0,0.0,0.0,0.0
1663722027883643065,0.0,0.0,0.0,0.0,0.0,0.0
1663722027903697295,0.0,0.0,0.0,0.0,0.0,0.0
1663722027924100928,0.0,0.0,0.0,0.0,0.0,0.0
1663722027944289156,0.0,0.0,0.0,0.0,0.0,0.0
1663722027964517050,0.0,0.0,0.0,0.0,0.0,0.0
1663722027984685959,0.0,0.0,0.0,0.0,0.0,0.0
1663722028004884047,0.0,0.0,0.0,0.0,0.0,0.0
1663722028025052662,0.0,0.0,0.0,0.0,0.0,0.0
1663722028045190247,0.0,0.0,0.0,0.0,0.0,0.0
1663722028065384706,0.0,0.0,0.0,0.0,0.0,0.0
1663722028085543567,0.0,0.0,0.0,0.0,0.0,0.0
1663722028105746963,0.0,0.0,0.0,0.0,0.0,0.0
1663722028125962353,0.0,0.0,0.0,0.0,0.0,0.0
1663722028146213837,0.0,0.0,0.0,0.0,0.0,0.0
1663722028166336438,0.0,0.0,0.0,0.0,0.0,0.0
1663722028186835836,0.0,0.0,0.0,0.0,0.0,0.0
1663722028207238679,0.0,0.0,0.0,0.0,0.0,0.0
1663722028227553297,0.0,0.0,0.0,0.0,0.0,0.0
1663722028247739512,0.0,0.0,0.0,0.0,0.0,0.0
1663722028270289208,0.0,0.0,0.0,0.0,0.0,0.0
1663722028290394231,0.0,0.0,0.0,0.0,0.0,0.0
1663722028313138988,0.0,0.0,0.0,0.0,0.0,0.0
1663722028333375141,0.0,0.0,0.0,0.0,0.0,0.0
1663722028354754257,0.0,0.0,0.0,0.0,0.0,0.0
1663722028374042964,0.0,0.0,0.0,0.0,0.0,0.0
1663722028394283432,0.0,0.0,0.0,0.0,0.0,0.0
1663722028414311112,0.0,0.0,0.0,0.0,0.0,0.0
1663722028437063068,0.0,0.0,0.0,0.0,0.0,0.0
1663722028457278720,0.0,0.0,0.0,0.0,0.0,0.0
1663722028478799053,0.0,0.0,0.0,0.0,0.0,0.0
1663722028498978910,0.0,0.0,0.0,0.0,0.0,0.0
1663722028520768639,0.0,0.0,0.0,0.0,0.0,0.0
1663722028541039122,0.0,0.0,0.0,0.0,0.0,0.0
1663722028561320450,0.0,0.0,0.0,0.0,0.0,0.0
1663722028581466464,0.0,0.0,0.0,0.0,0.0,0.0
1663722028601761327,0.0,0.0,0.0,0.0,0.0,0.0
1663722028621968155,0.0,0.0,0.0,0.0,0.0,0.0
1663722028642349335,0.0,0.0,0.0,0.0,0.0,0.0
1663722028662427046,0.0,0.0,0.0,0.0,0.0,0.0
1663722028682869248,0.0,0.0,0.0,0.0,0.0,0.0
1663722028702953417,0.0,0.0,0.0,0.0,0.0,0.0
1663722028723128139,0.0,0.0,0.0,0.0,0.0,0.0
1663722028743380667,0.0,0.0,0.0,0.0,0.0,0.0
1663722028763578333,0.0,0.0,0.0,0.0,0.0,0.0
1663722028783752819,0.0,0.0,0.0,0.0,0.0,0.0
1663722028804193988,0.0,0.0,0.0,0.0,0.0,0.0
1663722028824382302,0.0,0.0,0.0,0.0,0.0,0.0
1663722028844689439,0.0,0.0,0.0,0.0,0.0,0.0
1663722028864952631,0.0,0.0,0.0,0.0,0.0,0.0
1663722028885235369,0.0,0.0,0.0,0.0,0.0,0.0
1663722028905360406,0.0,0.0,0.0,0.0,0.0,0.0
1663722028925516614,0.0,0.0,0.0,0.0,0.0,0.0
1663722028946056776,0.0,0.0,0.0,0.0,0.0,0.0
1663722028966182965,0.0,0.0,0.0,0.0,0.0,0.0
1663722028986330819,0.0,0.0,0.0,0.0,0.0,0.0
1663722029006766207,0.0,0.0,0.0,0.0,0.0,0.0
1663722029026877641,0.0,0.0,0.0,0.0,0.0,0.0
1663722029048938533,0.0,0.0,0.0,0.0,0.0,0.0
1663722029069224310,0.0,0.0,0.0,0.0,0.0,0.0
1663722029089504787,0.0,0.0,0.0,0.0,0.0,0.0
1663722029109726511,0.0,0.0,0.0,0.0,0.0,0.0
1663722029130030834,0.0,0.0,0.0,0.0,0.0,0.0
1663722029150214454,0.0,0.0,0.0,0.0,0.0,0.0
1663722029170378987,0.0,0.0,0.0,0.0,0.0,0.0
1663722029190646396,0.0,0.0,0.0,0.0,0.0,0.0
1663722029210828187,0.0,0.0,0.0,0.0,0.0,0.0
1663722029230961334,0.0,0.0,0.0,0.0,0.0,0.0
1663722029251083021,0.0,0.0,0.0,0.0,0.0,0.0
1663722029271295264,0.0,0.0,0.0,0.0,0.0,0.0
1663722029291507705,0.0,0.0,0.0,0.0,0.0,0.0
1663722029311658237,0.0,0.0,0.0,0.0,0.0,0.0
1663722029331835031,0.0,0.0,0.0,0.0,0.0,0.0
1663722029351994343,0.0,0.0,0.0,0.0,0.0,0.0
1663722029372134446,0.0,0.0,0.0,0.0,0.0,0.0
1663722029392273915,0.0,0.0,0.0,0.0,0.0,0.0
1663722029412914057,0.0,0.0,0.0,0.0,0.0,0.0
1663722029433039373,0.0,0.0,0.0,0.0,0.0,0.0
1663722029453547974,0.0,0.0,0.0,0.0,0.0,0.0
1663722029473948877,0.0,0.0,0.0,0.0,0.0,0.0
1663722029494070052,0.0,0.0,0.0,0.0,0.0,0.0
1663722029515470626,0.0,0.0,0.0,0.0,0.0,0.0
1663722029535607196,0.0,0.0,0.0,0.0,0.0,0.0
1663722029556306116,0.0,0.0,0.0,0.0,0.0,0.0
1663722029575976027,0.0,0.0,0.0,0.0,0.0,0.0
1663722029598597549,0.0,0.0,0.0,0.0,0.0,0.0
1663722029618830833,0.0,0.0,0.0,0.0,0.0,0.0
1663722029639092967,0.0,0.0,0.0,0.0,0.0,0.0
1663722029659325011,0.0,0.0,0.0,0.0,0.0,0.0
1663722029679558256,0.0,0.0,0.0,0.0,0.0,0.0
1663722029699654780,0.0,0.0,0.0,0.0,0.0,0.0
1663722029719893742,0.0,0.0,0.0,0.0,0.0,0.0
1663722029740004899,0.0,0.0,0.0,0.0,0.0,0.0
1663722029760197505,0.0,0.0,0.0,0.0,0.0,0.0
1663722029780374416,0.0,0.0,0.0,0.0,0.0,0.0
1663722029800498127,0.0,0.0,0.0,0.0,0.0,0.0
1663722029820655457,0.0,0.0,0.0,0.0,0.0,0.0
1663722029840767557,0.0,0.0,0.0,0.0,0.0,0.0
1663722029860989637,0.0,0.0,0.0,0.0,0.0,0.0
1663722029881139696,0.0,0.0,0.0,0.0,0.0,0.0
1663722029901332703,0.0,0.0,0.0,0.0,0.0,0.0
1663722029921500751,0.0,0.0,0.0,0.0,0.0,0.0
1663722029941697514,0.0,0.0,0.0,0.0,0.0,0.0
1663722029962024918,0.0,0.0,0.0,0.0,0.0,0.0
1663722029982236961,0.0,0.0,0.0,0.0,0.0,0.0
1663722030002429230,0.0,0.0,0.0,0.0,0.0,0.0
1663722030023773086,0.0,0.0,0.0,0.0,0.0,0.0
1663722030042905996,0.0,0.0,0.0,0.0,0.0,0.0
1663722030063223880,0.0,0.0,0.0,0.0,0.0,0.0
1663722030083418537,0.0,0.0,0.0,0.0,0.0,0.0
1663722030103626004,0.0,0.0,0.0,0.0,0.0,0.0
1663722030123820559,0.0,0.0,0.0,0.0,0.0,0.0
1663722030144030176,0.0,0.0,0.0,0.0,0.0,0.0
1663722030164381758,0.0,0.0,0.0,0.0,0.0,0.0
1663722030184493238,0.0,0.0,0.0,0.0,0.0,0.0
1663722030204705638,0.0,0.0,0.0,0.0,0.0,0.0
1663722030224915177,0.0,0.0,0.0,0.0,0.0,0.0
1663722030245055530,0.0,0.0,0.0,0.0,0.0,0.0
1663722030265364541,0.0,0.0,0.0,0.0,0.0,0.0
1663722030285582171,0.0,0.0,0.0,0.0,0.0,0.0
1663722030305791629,0.0,0.0,0.0,0.0,0.0,0.0
1663722030327879521,0.0,0.0,0.0,0.0,0.0,0.0
1663722030348059615,0.0,0.0,0.0,0.0,0.0,0.0
1663722030368373720,0.0,0.0,0.0,0.0,0.0,0.0
1663722030388578608,0.0,0.0,0.0,0.0,0.0,0.0
1663722030408735215,0.0,0.0,0.0,0.0,0.0,0.0
1663722030428905966,0.0,0.0,0.0,0.0,0.0,0.0
1663722030449087295,0.0,0.0,0.0,0.0,0.0,0.0
1663722030469287224,0.0,0.0,0.0,0.0,0.0,0.0
1663722030489465141,0.0,0.0,0.0,0.0,0.0,0.0
1663722030509604006,0.0,0.0,0.0,0.0,0.0,0.0
1663722030529898279,0.0,0.0,0.0,0.0,0.0,0.0
1663722030550126797,0.0,0.0,0.0,0.0,0.0,0.0
1663722030570348571,0.0,0.0,0.0,0.0,0.0,0.0
1663722030590605905,0.0,0.0,0.0,0.0,0.0,0.0
1663722030610983348,0.0,0.0,0.0,0.0,0.0,0.0
1663722030631176802,0.0,0.0,0.0,0.0,0.0,0.0
1663722030651293986,0.0,0.0,0.0,0.0,0.0,0.0
1663722030672140162,0.0,0.0,0.0,0.0,0.0,0.0
1663722030692353150,0.0,0.0,0.0,0.0,0.0,0.0
1663722030712522037,0.0,0.0,0.0,0.0,0.0,0.0
1663722030732727703,0.0,0.0,0.0,0.0,0.0,0.0
1663722030752972612,0.0,0.0,0.0,0.0,0.0,0.0
1663722030773098343,0.0,0.0,0.0,0.0,0.0,0.0
1663722030793365773,0.0,0.0,0.0,0.0,0.0,0.0
1663722030813474213,0.0,0.0,0.0,0.0,0.0,0.0
1663722030833698431,0.0,0.0,0.0,0.0,0.0,0.0
1663722030853887438,0.0,0.0,0.0,0.0,0.0,0.0
1663722030874063678,0.0,0.0,0.0,0.0,0.0,0.0
1663722030894267333,0.0,0.0,0.0,0.0,0.0,0.0
1663722030914531793,0.0,0.0,0.0,0.0,0.0,0.0
1663722030934623485,0.0,0.0,0.0,0.0,0.0,0.0
1663722030955034092,0.0,0.0,0.0,0.0,0.0,0.0
1663722030975985243,0.0,0.0,0.0,0.0,0.0,0.0
1663722030995327055,0.0,0.0,0.0,0.0,0.0,0.0
1663722031015488701,0.0,0.0,0.0,0.0,0.0,0.0
1663722031035791816,0.0,0.0,0.0,0.0,0.0,0.0
1663722031056028920,0.0,0.0,0.0,0.0,0.0,0.0
1663722031071431607,0.5,0.0,0.0,0.0,0.0,0.0
1663722031091684838,0.5,0.0,0.0,0.0,0.0,0.0
1663722031111769251,0.5,0.0,0.0,0.0,0.0,0.0
1663722031132053833,0.5,0.0,0.0,0.0,0.0,0.0
1663722031152166485,0.5,0.0,0.0,0.0,0.0,0.0
1663722031172395047,0.5,0.0,0.0,0.0,0.0,0.0
1663722031192569143,0.5,0.0,0.0,0.0,0.0,0.0
1663722031212875394,0.5,0.0,0.0,0.0,0.0,0.0
1663722031233086534,0.5,0.0,0.0,0.0,0.0,0.0
1663722031253348964,0.5,0.0,0.0,0.0,0.0,0.0
1663722031276001385,0.5,0.0,0.0,0.0,0.0,0.0
1663722031296128030,0.5,0.0,0.0,0.0,0.0,0.0
1663722031316497274,0.5,0.0,0.0,0.0,0.0,0.0
1663722031336564268,0.5,0.0,0.0,0.0,0.0,0.0
1663722031356848346,0.5,0.0,0.0,0.0,0.0,0.0
1663722031377007865,0.5,0.0,0.0,0.0,0.0,0.0
1663722031397149288,0.5,0.0,0.0,0.0,0.0,0.0
1663722031417386779,0.5,0.0,0.0,0.0,0.0,0.0
1663722031437616607,0.5,0.0,0.0,0.0,0.0,0.0
1663722031457919576,0.5,0.0,0.0,0.0,0.0,0.0
1663722031478186343,0.5,0.0,0.0,0.0,0.0,0.0
1663722031498331854,0.5,0.0,0.0,0.0,0.0,0.0
1663722031518634472,0.5,0.0,0.0,0.0,0.0,0.0
1663722031538741333,0.5,0.0,0.0,0.0,0.0,0.0
1663722031560011397,0.5,0.0,0.0,0.0,0.0,0.0
1663722031579226151,0.5,0.0,0.0,0.0,0.0,0.0
1663722031599533844,0.5,0.0,0.0,0.0,0.0,0.0
1663722031619828195,0.5,0.0,0.0,0.0,0.0,0.0
1663722031639961876,0.5,0.0,0.0,0.0,0.0,0.0
1663722031660158093,0.5,0.0,0.0,0.0,0.0,0.0
1663722031680299331,0.5,0.0,0.0,0.0,0.0,0.0
1663722031700512490,0.5,0.0,0.0,0.0,0.0,0.0
1663722031720845599,0.5,0.0,0.0,0.0,0.0,0.0
1663722031741055416,0.5,0.0,0.0,0.0,0.0,0.0
1663722031761423658,0.5,0.0,0.0,0.0,0.0,0.0
1663722031781596822,0.5,0.0,0.0,0.0,0.0,0.0
1663722031801774472,0.5,0.0,0.0,0.0,0.0,0.0
1663722031822030726,0.5,0.0,0.0,0.0,0.0,0.0
1663722031842162696,0.5,0.0,0.0,0.0,0.0,0.0
1663722031862422445,0.5,0.0,0.0,0.0,0.0,0.0
1663722031882560222,0.5,0.0,0.0,0.0,0.0,0.0
1663722031902760069,0.5,0.0,0.0,0.0,0.0,0.0
1663722031922903189,0.5,0.0,0.0,0.0,0.0,0.0
1663722031943194556,0.5,0.0,0.0,0.0,0.0,0.0
1663722031963354579,0.5,0.0,0.0,0.0,0.0,0.0
1663722031983579175,0.5,0.0,0.0,0.0,0.0,0.0
1663722032006447125,0.5,0.0,0.0,0.0,0.0,0.0
1663722032026632763,0.5,0.0,0.0,0.0,0.0,0.0
1663722032046924830,0.5,0.0,0.0,0.0,0.0,0.0
1663722032067157673,0.5,0.0,0.0,0.0,0.0,0.0
1663722032087354214,0.5,0.0,0.0,0.0,0.0,0.0
1663722032107577379,0.5,0.0,0.0,0.0,0.0,0.0
1663722032127757853,0.5,0.0,0.0,0.0,0.0,0.0
1663722032148101727,0.5,0.0,0.0,0.0,0.0,0.0
1663722032168364585,0.5,0.0,0.0,0.0,0.0,0.0
1663722032188438807,0.5,0.0,0.0,0.0,0.0,0.0
1663722032208652362,0.5,0.0,0.0,0.0,0.0,0.0
1663722032228829543,0.5,0.0,0.0,0.0,0.0,0.0
1663722032249082244,0.5,0.0,0.0,0.0,0.0,0.0
1663722032271221062,0.5,0.0,0.0,0.0,0.0,0.0
1663722032291409051,0.5,0.0,0.0,0.0,0.0,0.0
1663722032311695075,0.5,0.0,0.0,0.0,0.0,0.0
1663722032331880676,0.5,0.0,0.0,0.0,0.0,0.0
1663722032352414977,0.5,0.0,0.0,0.0,0.0,0.0
1663722032372452211,0.5,0.0,0.0,0.0,0.0,0.0
1663722032392668180,0.5,0.0,0.0,0.0,0.0,0.0
1663722032412866992,0.5,0.0,0.0,0.0,0.0,0.0
1663722032433055496,0.5,0.0,0.0,0.0,0.0,0.0
1663722032453339715,0.5,0.0,0.0,0.0,0.0,0.0
1663722032473558961,0.5,0.0,0.0,0.0,0.0,0.0
1663722032493776915,0.5,0.0,0.0,0.0,0.0,0.0
1663722032513985501,0.5,0.0,0.0,0.0,0.0,0.0
1663722032534256369,0.5,0.0,0.0,0.0,0.0,0.0
1663722032554533227,0.5,0.0,0.0,0.0,0.0,0.0
1663722032576537293,0.5,0.0,0.0,0.0,0.0,0.0
1663722032596707888,0.5,0.0,0.0,0.0,0.0,0.0
1663722032617020932,0.5,0.0,0.0,0.0,0.0,0.0
1663722032637176327,0.5,0.0,0.0,0.0,0.0,0.0
1663722032657433062,0.5,0.0,0.0,0.0,0.0,0.0
1663722032677688013,0.5,0.0,0.0,0.0,0.0,0.0
1663722032697832071,0.5,0.0,0.0,0.0,0.0,0.0
1663722032717971861,0.5,0.0,0.0,0.0,0.0,0.0
1663722032738115274,0.5,0.0,0.0,0.0,0.0,0.0
1663722032758289769,0.5,0.0,0.0,0.0,0.0,0.0
1663722032778644351,0.5,0.0,0.0,0.0,0.0,0.0
1663722032798952229,0.5,0.0,0.0,0.0,0.0,0.0
1663722032819032792,0.5,0.0,0.0,0.0,0.0,0.0
1663722032839173140,0.5,0.0,0.0,0.0,0.0,0.0
1663722032859368267,0.5,0.0,0.0,0.0,0.0,0.0
1663722032879559574,0.5,0.0,0.0,0.0,0.0,0.0
